ID,Wert,demand_std_GWh/y,Aenderung
A2D003DE0F124DF1A207A9E143A6C31C,152069312.0,115003135.2526977,32.23057933669057
A47CDFB3BD6E4F74A6F0826E1B693DC7,219614176.0,204579924.87435603,7.34883988977772
A4F9B7711AED4CD8AB1D868A21C313F2,418241760.0,227479298.26824024,83.85926244014323
A621ABFAF96B45BBA798FC26D410ED3E,190490176.0,127835059.32684302,49.01246731772005
A7F983623BEB4C9AAB0EC77D86461689,167106208.0,133597530.99590902,25.081808589050254
A9AD557819214D99A8904C2B4866287A,56351444.0,17070482.320980877,230.11043824309482
AC2FA23D35EB4798AC3AD1EF66330CE0,264221600.0,215658511.86821914,22.518512119501203
AC7EDCA821B14A37A10F4BF9FB85FC45,378715296.0,337943315.8654403,12.064739327702508
AE3E13E339974913A81585AA0B78CDB3,176141296.0,160076494.5650478,10.035702917285082
AFBFF4D9BFE841ABA6949903E9EAC569,212032160.0,168590357.98559716,25.767666984913877
B0CE3253C50D49A4AD3FC6CAEC18AFD1,177237520.0,146711409.76852706,20.80690948279708
B1B2DAF23A464789A5CF7D2CA88CDAB3,197419040.0,181387607.97573033,8.838217893261307
B577F9130C81448CA308155E2F158427,314837600.0,276219854.0669298,13.980800208414005
BE29A20B27A94530A441A63CF1BB157A,15533782.0,11270786.066319646,37.823412746866104
C1E068A34A224BD9A8A12977BDBC06D3,178716624.0,124005215.21071616,44.12024824626557
C5CF275AF8E04124A9DFF05F8D2C58F1,121899120.0,126225142.1410873,-3.4272269911583155
C64F8F9962414B16A7FB47005D4716B7,217757168.0,168533498.64009655,29.207053646361814
C65829EEDB944DF5A4D220943290F798,353792928.0,243414941.4714078,45.34560855688372
C67ED87C7D4E4B71A29B36154EE86428,197953776.0,171745079.41309798,15.26023142931642
CB0E118FD6594BEEA91E2399D9BE0B0B,217392704.0,168765897.7756768,28.813170708787293
CC4B468273A6414EA980C65E86D1D4F9,234729248.0,148278570.0126023,58.30288084114259
CDCEF7ACD9BC40A7AFAC80BD04A8F158,245426304.0,214458577.4301258,14.439957096126873
CE04F4A6299B41F4A95A52ECE10086FB,207018160.0,183152844.8276468,13.030272718292366
CFD9F21C5AE04481A899F9B2F5D042F9,188199840.0,167818420.6150715,12.144923846993988
D0562445F3914725A8134A9C75EC7251,196263648.0,173334105.35852402,13.228523373428756
D2CE023AD5E04E8EA330E161739BF000,339591136.0,274706815.8325596,23.61947954250577
D8D8D9681AFD436AA53B30F7A91F47C4,188456880.0,121171636.72331384,55.5288721818018
DFB6EFDA92A24646A91F1E8F4F107482,254276848.0,143484478.65586317,77.21557786739017
E1BEDAC562624C7CA5CF62DF8A8E4A93,287732416.0,244673289.9944864,17.598621413266617
E5521D644C874338ADF7F87353E64A04,175429360.0,159950288.60032827,9.67742636485619
E6C4C950DE5B49CEA014000A18761655,162429968.0,138869075.1873015,16.966263209372173
E85B909B3CC942C0A29E05B2BC4C733D,187654496.0,169875321.49365088,10.466013750569187
E96E347525A54477A9C5991A4FE66CC6,157305984.0,120553505.39976369,30.486445398964197
EC28993C706A4E0FAF4ABC42206E547A,234006208.0,160678378.28032678,45.63640142779022
EC35ABFE5DC84055A01979A787C12322,185505616.0,163351154.68548036,13.56247610075135
F6931FBC806747B6AC96BCB95F10600F,190734464.0,171949139.37934327,10.924930876922703
F9EE9ADD2E384ECBA8A8415271F1C3D6,227322608.0,90888046.47178097,150.1127671069258
FC04B27AB9794A78AF1323C88244A821,332019232.0,202953514.06422496,63.59373402863672
FC108A21949E4212A026F3FDEB432200,194368352.0,178287312.0322452,9.019733252160075
FDD304D6DD48450BAB13B5FE75257E1A,173204736.0,156482047.30147898,10.686649993978552
FFA43F9FE4524C69AB70BC9C45F50140,530311840.0,421975177.9586772,25.6737049239261
